PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
600,1,1,Synthetic Passenger 0600,male,49,1,0,SYN-TICKET-0600,56.9292,A20,C
601,1,2,Synthetic Passenger 0601,female,24,2,1,SYN-TICKET-0601,27,,S
602,0,3,Synthetic Passenger 0602,male,,0,0,SYN-TICKET-0602,7.8958,,S
603,0,1,Synthetic Passenger 0603,male,,0,0,SYN-TICKET-0603,42.4,,S
604,0,3,Synthetic Passenger 0604,male,44,0,0,SYN-TICKET-0604,8.05,,S
605,1,1,Synthetic Passenger 0605,male,35,0,0,SYN-TICKET-0605,26.55,,C
606,0,3,Synthetic Passenger 0606,male,36,1,0,SYN-TICKET-0606,15.55,,S
607,0,3,Synthetic Passenger 0607,male,30,0,0,SYN-TICKET-0607,7.8958,,S
608,1,1,Synthetic Passenger 0608,male,27,0,0,SYN-TICKET-0608,30.5,,S
609,1,2,Synthetic Passenger 0609,female,22,1,2,SYN-TICKET-0609,41.5792,,C
610,1,1,Synthetic Passenger 0610,female,40,0,0,SYN-TICKET-0610,153.4625,C125,S
611,0,3,Synthetic Passenger 0611,female,39,1,5,SYN-TICKET-0611,31.275,,S
612,0,3,Synthetic Passenger 0612,male,,0,0,SYN-TICKET-0612,7.05,,S
613,1,3,Synthetic Passenger 0613,female,,1,0,SYN-TICKET-0613,15.5,,Q
614,0,3,Synthetic Passenger 0614,male,,0,0,SYN-TICKET-0614,7.75,,Q
615,0,3,Synthetic Passenger 0615,male,35,0,0,SYN-TICKET-0615,8.05,,S
616,1,2,Synthetic Passenger 0616,female,24,1,2,SYN-TICKET-0616,65,,S
617,0,3,Synthetic Passenger 0617,male,34,1,1,SYN-TICKET-0617,14.4,,S
618,0,3,Synthetic Passenger 0618,female,26,1,0,SYN-TICKET-0618,16.1,,S
619,1,2,Synthetic Passenger 0619,female,4,2,1,SYN-TICKET-0619,39,F4,S
620,0,2,Synthetic Passenger 0620,male,26,0,0,SYN-TICKET-0620,10.5,,S
621,0,3,Synthetic Passenger 0621,male,27,1,0,SYN-TICKET-0621,14.4542,,C
622,1,1,Synthetic Passenger 0622,male,42,1,0,SYN-TICKET-0622,52.5542,D19,S
623,1,3,Synthetic Passenger 0623,male,20,1,1,SYN-TICKET-0623,15.7417,,C
624,0,3,Synthetic Passenger 0624,male,21,0,0,SYN-TICKET-0624,7.8542,,S
625,0,3,Synthetic Passenger 0625,male,21,0,0,SYN-TICKET-0625,16.1,,S
626,0,1,Synthetic Passenger 0626,male,61,0,0,SYN-TICKET-0626,32.3208,D50,S
627,0,2,Synthetic Passenger 0627,male,57,0,0,SYN-TICKET-0627,12.35,,Q
628,1,1,Synthetic Passenger 0628,female,21,0,0,SYN-TICKET-0628,77.9583,D9,S
629,0,3,Synthetic Passenger 0629,male,26,0,0,SYN-TICKET-0629,7.8958,,S
630,0,3,Synthetic Passenger 0630,male,,0,0,SYN-TICKET-0630,7.7333,,Q
631,1,1,Synthetic Passenger 0631,male,80,0,0,SYN-TICKET-0631,30,A23,S
632,0,3,Synthetic Passenger 0632,male,51,0,0,SYN-TICKET-0632,7.0542,,S
633,1,1,Synthetic Passenger 0633,male,32,0,0,SYN-TICKET-0633,30.5,B50,C
634,0,1,Synthetic Passenger 0634,male,,0,0,SYN-TICKET-0634,0,,S
635,0,3,Synthetic Passenger 0635,female,9,3,2,SYN-TICKET-0635,27.9,,S
636,1,2,Synthetic Passenger 0636,female,28,0,0,SYN-TICKET-0636,13,,S
637,0,3,Synthetic Passenger 0637,male,32,0,0,SYN-TICKET-0637,7.925,,S
638,0,2,Synthetic Passenger 0638,male,31,1,1,SYN-TICKET-0638,26.25,,S
639,0,3,Synthetic Passenger 0639,female,41,0,5,SYN-TICKET-0639,39.6875,,S
640,0,3,Synthetic Passenger 0640,male,,1,0,SYN-TICKET-0640,16.1,,S
641,0,3,Synthetic Passenger 0641,male,20,0,0,SYN-TICKET-0641,7.8542,,S
642,1,1,Synthetic Passenger 0642,female,24,0,0,SYN-TICKET-0642,69.3,B35,C
643,0,3,Synthetic Passenger 0643,female,2,3,2,SYN-TICKET-0643,27.9,,S
644,1,3,Synthetic Passenger 0644,male,,0,0,SYN-TICKET-0644,56.4958,,S
645,1,3,Synthetic Passenger 0645,female,0.75,2,1,SYN-TICKET-0645,19.2583,,C
646,1,1,Synthetic Passenger 0646,male,48,1,0,SYN-TICKET-0646,76.7292,D33,C
647,0,3,Synthetic Passenger 0647,male,19,0,0,SYN-TICKET-0647,7.8958,,S
648,1,1,Synthetic Passenger 0648,male,56,0,0,SYN-TICKET-0648,35.5,A26,C
649,0,3,Synthetic Passenger 0649,male,,0,0,SYN-TICKET-0649,7.55,,S
650,1,3,Synthetic Passenger 0650,female,23,0,0,SYN-TICKET-0650,7.55,,S
651,0,3,Synthetic Passenger 0651,male,,0,0,SYN-TICKET-0651,7.8958,,S
652,1,2,Synthetic Passenger 0652,female,18,0,1,SYN-TICKET-0652,23,,S
653,0,3,Synthetic Passenger 0653,male,21,0,0,SYN-TICKET-0653,8.4333,,S
654,1,3,Synthetic Passenger 0654,female,,0,0,SYN-TICKET-0654,7.8292,,Q
655,0,3,Synthetic Passenger 0655,female,18,0,0,SYN-TICKET-0655,6.75,,Q
656,0,2,Synthetic Passenger 0656,male,24,2,0,SYN-TICKET-0656,73.5,,S
657,0,3,Synthetic Passenger 0657,male,,0,0,SYN-TICKET-0657,7.8958,,S
658,0,3,Synthetic Passenger 0658,female,32,1,1,SYN-TICKET-0658,15.5,,Q
659,0,2,Synthetic Passenger 0659,male,23,0,0,SYN-TICKET-0659,13,,S
660,0,1,Synthetic Passenger 0660,male,58,0,2,SYN-TICKET-0660,113.275,D48,C
661,1,1,Synthetic Passenger 0661,male,50,2,0,SYN-TICKET-0661,133.65,,S
662,0,3,Synthetic Passenger 0662,male,40,0,0,SYN-TICKET-0662,7.225,,C
663,0,1,Synthetic Passenger 0663,male,47,0,0,SYN-TICKET-0663,25.5875,E58,S
664,0,3,Synthetic Passenger 0664,male,36,0,0,SYN-TICKET-0664,7.4958,,S
665,1,3,Synthetic Passenger 0665,male,20,1,0,SYN-TICKET-0665,7.925,,S
666,0,2,Synthetic Passenger 0666,male,32,2,0,SYN-TICKET-0666,73.5,,S
667,0,2,Synthetic Passenger 0667,male,25,0,0,SYN-TICKET-0667,13,,S
668,0,3,Synthetic Passenger 0668,male,,0,0,SYN-TICKET-0668,7.775,,S
669,0,3,Synthetic Passenger 0669,male,43,0,0,SYN-TICKET-0669,8.05,,S
670,1,1,Synthetic Passenger 0670,female,,1,0,SYN-TICKET-0670,52,C126,S
671,1,2,Synthetic Passenger 0671,female,40,1,1,SYN-TICKET-0671,39,,S
672,0,1,Synthetic Passenger 0672,male,31,1,0,SYN-TICKET-0672,52,B71,S
673,0,2,Synthetic Passenger 0673,male,70,0,0,SYN-TICKET-0673,10.5,,S
674,1,2,Synthetic Passenger 0674,male,31,0,0,SYN-TICKET-0674,13,,S
675,0,2,Synthetic Passenger 0675,male,,0,0,SYN-TICKET-0675,0,,S
676,0,3,Synthetic Passenger 0676,male,18,0,0,SYN-TICKET-0676,7.775,,S
677,0,3,Synthetic Passenger 0677,male,24.5,0,0,SYN-TICKET-0677,8.05,,S
678,1,3,Synthetic Passenger 0678,female,18,0,0,SYN-TICKET-0678,9.8417,,S
679,0,3,Synthetic Passenger 0679,female,43,1,6,SYN-TICKET-0679,46.9,,S
680,1,1,Synthetic Passenger 0680,male,36,0,1,SYN-TICKET-0680,512.3292,B51 B53 B55,C
681,0,3,Synthetic Passenger 0681,female,,0,0,SYN-TICKET-0681,8.1375,,Q
682,1,1,Synthetic Passenger 0682,male,27,0,0,SYN-TICKET-0682,76.7292,D49,C
683,0,3,Synthetic Passenger 0683,male,20,0,0,SYN-TICKET-0683,9.225,,S
684,0,3,Synthetic Passenger 0684,male,14,5,2,SYN-TICKET-0684,46.9,,S
685,0,2,Synthetic Passenger 0685,male,60,1,1,SYN-TICKET-0685,39,,S
686,0,2,Synthetic Passenger 0686,male,25,1,2,SYN-TICKET-0686,41.5792,,C
687,0,3,Synthetic Passenger 0687,male,14,4,1,SYN-TICKET-0687,39.6875,,S
688,0,3,Synthetic Passenger 0688,male,19,0,0,SYN-TICKET-0688,10.1708,,S
689,0,3,Synthetic Passenger 0689,male,18,0,0,SYN-TICKET-0689,7.7958,,S
690,1,1,Synthetic Passenger 0690,female,15,0,1,SYN-TICKET-0690,211.3375,B5,S
691,1,1,Synthetic Passenger 0691,male,31,1,0,SYN-TICKET-0691,57,B20,S
692,1,3,Synthetic Passenger 0692,female,4,0,1,SYN-TICKET-0692,13.4167,,C
693,1,3,Synthetic Passenger 0693,male,,0,0,SYN-TICKET-0693,56.4958,,S
694,0,3,Synthetic Passenger 0694,male,25,0,0,SYN-TICKET-0694,7.225,,C
695,0,1,Synthetic Passenger 0695,male,60,0,0,SYN-TICKET-0695,26.55,,S
696,0,2,Synthetic Passenger 0696,male,52,0,0,SYN-TICKET-0696,13.5,,S
697,0,3,Synthetic Passenger 0697,male,44,0,0,SYN-TICKET-0697,8.05,,S
698,1,3,Synthetic Passenger 0698,female,,0,0,SYN-TICKET-0698,7.7333,,Q
699,0,1,Synthetic Passenger 0699,male,49,1,1,SYN-TICKET-0699,110.8833,C68,C
700,0,3,Synthetic Passenger 0700,male,42,0,0,SYN-TICKET-0700,7.65,F G63,S
701,1,1,Synthetic Passenger 0701,female,18,1,0,SYN-TICKET-0701,227.525,C62 C64,C
702,1,1,Synthetic Passenger 0702,male,35,0,0,SYN-TICKET-0702,26.2875,E24,S
703,0,3,Synthetic Passenger 0703,female,18,0,1,SYN-TICKET-0703,14.4542,,C
704,0,3,Synthetic Passenger 0704,male,25,0,0,SYN-TICKET-0704,7.7417,,Q
705,0,3,Synthetic Passenger 0705,male,26,1,0,SYN-TICKET-0705,7.8542,,S
706,0,2,Synthetic Passenger 0706,male,39,0,0,SYN-TICKET-0706,26,,S
707,1,2,Synthetic Passenger 0707,female,45,0,0,SYN-TICKET-0707,13.5,,S
708,1,1,Synthetic Passenger 0708,male,42,0,0,SYN-TICKET-0708,26.2875,E24,S
709,1,1,Synthetic Passenger 0709,female,22,0,0,SYN-TICKET-0709,151.55,,S
710,1,3,Synthetic Passenger 0710,male,,1,1,SYN-TICKET-0710,15.2458,,C
711,1,1,Synthetic Passenger 0711,female,24,0,0,SYN-TICKET-0711,49.5042,C90,C
712,0,1,Synthetic Passenger 0712,male,,0,0,SYN-TICKET-0712,26.55,C124,S
713,1,1,Synthetic Passenger 0713,male,48,1,0,SYN-TICKET-0713,52,C126,S
714,0,3,Synthetic Passenger 0714,male,29,0,0,SYN-TICKET-0714,9.4833,,S
715,0,2,Synthetic Passenger 0715,male,52,0,0,SYN-TICKET-0715,13,,S
716,0,3,Synthetic Passenger 0716,male,19,0,0,SYN-TICKET-0716,7.65,F G73,S
717,1,1,Synthetic Passenger 0717,female,38,0,0,SYN-TICKET-0717,227.525,C45,C
718,1,2,Synthetic Passenger 0718,female,27,0,0,SYN-TICKET-0718,10.5,E101,S
719,0,3,Synthetic Passenger 0719,male,,0,0,SYN-TICKET-0719,15.5,,Q
720,0,3,Synthetic Passenger 0720,male,33,0,0,SYN-TICKET-0720,7.775,,S
721,1,2,Synthetic Passenger 0721,female,6,0,1,SYN-TICKET-0721,33,,S
722,0,3,Synthetic Passenger 0722,male,17,1,0,SYN-TICKET-0722,7.0542,,S
723,0,2,Synthetic Passenger 0723,male,34,0,0,SYN-TICKET-0723,13,,S
724,0,2,Synthetic Passenger 0724,male,50,0,0,SYN-TICKET-0724,13,,S
725,1,1,Synthetic Passenger 0725,male,27,1,0,SYN-TICKET-0725,53.1,E8,S
726,0,3,Synthetic Passenger 0726,male,20,0,0,SYN-TICKET-0726,8.6625,,S
727,1,2,Synthetic Passenger 0727,female,30,3,0,SYN-TICKET-0727,21,,S
728,1,3,Synthetic Passenger 0728,female,,0,0,SYN-TICKET-0728,7.7375,,Q
729,0,2,Synthetic Passenger 0729,male,25,1,0,SYN-TICKET-0729,26,,S
730,0,3,Synthetic Passenger 0730,female,25,1,0,SYN-TICKET-0730,7.925,,S
731,1,1,Synthetic Passenger 0731,female,29,0,0,SYN-TICKET-0731,211.3375,B5,S
732,0,3,Synthetic Passenger 0732,male,11,0,0,SYN-TICKET-0732,18.7875,,C
733,0,2,Synthetic Passenger 0733,male,,0,0,SYN-TICKET-0733,0,,S
734,0,2,Synthetic Passenger 0734,male,23,0,0,SYN-TICKET-0734,13,,S
735,0,2,Synthetic Passenger 0735,male,23,0,0,SYN-TICKET-0735,13,,S
736,0,3,Synthetic Passenger 0736,male,28.5,0,0,SYN-TICKET-0736,16.1,,S
737,0,3,Synthetic Passenger 0737,female,48,1,3,SYN-TICKET-0737,34.375,,S
738,1,1,Synthetic Passenger 0738,male,35,0,0,SYN-TICKET-0738,512.3292,B101,C
739,0,3,Synthetic Passenger 0739,male,,0,0,SYN-TICKET-0739,7.8958,,S
740,0,3,Synthetic Passenger 0740,male,,0,0,SYN-TICKET-0740,7.8958,,S
741,1,1,Synthetic Passenger 0741,male,,0,0,SYN-TICKET-0741,30,D45,S
742,0,1,Synthetic Passenger 0742,male,36,1,0,SYN-TICKET-0742,78.85,C46,S
743,1,1,Synthetic Passenger 0743,female,21,2,2,SYN-TICKET-0743,262.375,B57 B59 B63 B66,C
744,0,3,Synthetic Passenger 0744,male,24,1,0,SYN-TICKET-0744,16.1,,S
745,1,3,Synthetic Passenger 0745,male,31,0,0,SYN-TICKET-0745,7.925,,S
746,0,1,Synthetic Passenger 0746,male,70,1,1,SYN-TICKET-0746,71,B22,S
747,0,3,Synthetic Passenger 0747,male,16,1,1,SYN-TICKET-0747,20.25,,S
748,1,2,Synthetic Passenger 0748,female,30,0,0,SYN-TICKET-0748,13,,S
749,0,1,Synthetic Passenger 0749,male,19,1,0,SYN-TICKET-0749,53.1,D30,S
750,0,3,Synthetic Passenger 0750,male,31,0,0,SYN-TICKET-0750,7.75,,Q
751,1,2,Synthetic Passenger 0751,female,4,1,1,SYN-TICKET-0751,23,,S
752,1,3,Synthetic Passenger 0752,male,6,0,1,SYN-TICKET-0752,12.475,E121,S
753,0,3,Synthetic Passenger 0753,male,33,0,0,SYN-TICKET-0753,9.5,,S
754,0,3,Synthetic Passenger 0754,male,23,0,0,SYN-TICKET-0754,7.8958,,S
755,1,2,Synthetic Passenger 0755,female,48,1,2,SYN-TICKET-0755,65,,S
756,1,2,Synthetic Passenger 0756,male,0.67,1,1,SYN-TICKET-0756,14.5,,S
757,0,3,Synthetic Passenger 0757,male,28,0,0,SYN-TICKET-0757,7.7958,,S
758,0,2,Synthetic Passenger 0758,male,18,0,0,SYN-TICKET-0758,11.5,,S
759,0,3,Synthetic Passenger 0759,male,34,0,0,SYN-TICKET-0759,8.05,,S
760,1,1,Synthetic Passenger 0760,female,33,0,0,SYN-TICKET-0760,86.5,B77,S
761,0,3,Synthetic Passenger 0761,male,,0,0,SYN-TICKET-0761,14.5,,S
762,0,3,Synthetic Passenger 0762,male,41,0,0,SYN-TICKET-0762,7.125,,S
763,1,3,Synthetic Passenger 0763,male,20,0,0,SYN-TICKET-0763,7.2292,,C
764,1,1,Synthetic Passenger 0764,female,36,1,2,SYN-TICKET-0764,120,B96 B98,S
765,0,3,Synthetic Passenger 0765,male,16,0,0,SYN-TICKET-0765,7.775,,S
766,1,1,Synthetic Passenger 0766,female,51,1,0,SYN-TICKET-0766,77.9583,D11,S
767,0,1,Synthetic Passenger 0767,male,,0,0,SYN-TICKET-0767,39.6,,C
768,0,3,Synthetic Passenger 0768,female,30.5,0,0,SYN-TICKET-0768,7.75,,Q
769,0,3,Synthetic Passenger 0769,male,,1,0,SYN-TICKET-0769,24.15,,Q
770,0,3,Synthetic Passenger 0770,male,32,0,0,SYN-TICKET-0770,8.3625,,S
771,0,3,Synthetic Passenger 0771,male,24,0,0,SYN-TICKET-0771,9.5,,S
772,0,3,Synthetic Passenger 0772,male,48,0,0,SYN-TICKET-0772,7.8542,,S
773,0,2,Synthetic Passenger 0773,female,57,0,0,SYN-TICKET-0773,10.5,E77,S
774,0,3,Synthetic Passenger 0774,male,,0,0,SYN-TICKET-0774,7.225,,C
775,1,2,Synthetic Passenger 0775,female,54,1,3,SYN-TICKET-0775,23,,S
776,0,3,Synthetic Passenger 0776,male,18,0,0,SYN-TICKET-0776,7.75,,S
777,0,3,Synthetic Passenger 0777,male,,0,0,SYN-TICKET-0777,7.75,F38,Q
778,1,3,Synthetic Passenger 0778,female,5,0,0,SYN-TICKET-0778,12.475,,S
779,0,3,Synthetic Passenger 0779,male,,0,0,SYN-TICKET-0779,7.7375,,Q
780,1,1,Synthetic Passenger 0780,female,43,0,1,SYN-TICKET-0780,211.3375,B3,S
781,1,3,Synthetic Passenger 0781,female,13,0,0,SYN-TICKET-0781,7.2292,,C
782,1,1,Synthetic Passenger 0782,female,17,1,0,SYN-TICKET-0782,57,B20,S
783,0,1,Synthetic Passenger 0783,male,29,0,0,SYN-TICKET-0783,30,D6,S
784,0,3,Synthetic Passenger 0784,male,,1,2,SYN-TICKET-0784,23.45,,S
785,0,3,Synthetic Passenger 0785,male,25,0,0,SYN-TICKET-0785,7.05,,S
786,0,3,Synthetic Passenger 0786,male,25,0,0,SYN-TICKET-0786,7.25,,S
787,1,3,Synthetic Passenger 0787,female,18,0,0,SYN-TICKET-0787,7.4958,,S
788,0,3,Synthetic Passenger 0788,male,8,4,1,SYN-TICKET-0788,29.125,,Q
789,1,3,Synthetic Passenger 0789,male,1,1,2,SYN-TICKET-0789,20.575,,S
790,0,1,Synthetic Passenger 0790,male,46,0,0,SYN-TICKET-0790,79.2,B82 B84,C
791,0,3,Synthetic Passenger 0791,male,,0,0,SYN-TICKET-0791,7.75,,Q
792,0,2,Synthetic Passenger 0792,male,16,0,0,SYN-TICKET-0792,26,,S
793,0,3,Synthetic Passenger 0793,female,,8,2,SYN-TICKET-0793,69.55,,S
794,0,1,Synthetic Passenger 0794,male,,0,0,SYN-TICKET-0794,30.6958,,C
795,0,3,Synthetic Passenger 0795,male,25,0,0,SYN-TICKET-0795,7.8958,,S
796,0,2,Synthetic Passenger 0796,male,39,0,0,SYN-TICKET-0796,13,,S
797,1,1,Synthetic Passenger 0797,female,49,0,0,SYN-TICKET-0797,25.9292,D17,S
798,1,3,Synthetic Passenger 0798,female,31,0,0,SYN-TICKET-0798,8.6833,,S
799,0,3,Synthetic Passenger 0799,male,30,0,0,SYN-TICKET-0799,7.2292,,C
800,0,3,Synthetic Passenger 0800,female,30,1,1,SYN-TICKET-0800,24.15,,S
801,0,2,Synthetic Passenger 0801,male,34,0,0,SYN-TICKET-0801,13,,S
802,1,2,Synthetic Passenger 0802,female,31,1,1,SYN-TICKET-0802,26.25,,S
803,1,1,Synthetic Passenger 0803,male,11,1,2,SYN-TICKET-0803,120,B96 B98,S
804,1,3,Synthetic Passenger 0804,male,0.42,0,1,SYN-TICKET-0804,8.5167,,C
805,1,3,Synthetic Passenger 0805,male,27,0,0,SYN-TICKET-0805,6.975,,S
806,0,3,Synthetic Passenger 0806,male,31,0,0,SYN-TICKET-0806,7.775,,S
807,0,1,Synthetic Passenger 0807,male,39,0,0,SYN-TICKET-0807,0,A36,S
808,0,3,Synthetic Passenger 0808,female,18,0,0,SYN-TICKET-0808,7.775,,S
809,0,2,Synthetic Passenger 0809,male,39,0,0,SYN-TICKET-0809,13,,S
810,1,1,Synthetic Passenger 0810,female,33,1,0,SYN-TICKET-0810,53.1,E8,S
811,0,3,Synthetic Passenger 0811,male,26,0,0,SYN-TICKET-0811,7.8875,,S
812,0,3,Synthetic Passenger 0812,male,39,0,0,SYN-TICKET-0812,24.15,,S
813,0,2,Synthetic Passenger 0813,male,35,0,0,SYN-TICKET-0813,10.5,,S
814,0,3,Synthetic Passenger 0814,female,6,4,2,SYN-TICKET-0814,31.275,,S
815,0,3,Synthetic Passenger 0815,male,30.5,0,0,SYN-TICKET-0815,8.05,,S
816,0,1,Synthetic Passenger 0816,male,,0,0,SYN-TICKET-0816,0,B102,S
817,0,3,Synthetic Passenger 0817,female,23,0,0,SYN-TICKET-0817,7.925,,S
818,0,2,Synthetic Passenger 0818,male,31,1,1,SYN-TICKET-0818,37.0042,,C
819,0,3,Synthetic Passenger 0819,male,43,0,0,SYN-TICKET-0819,6.45,,S
820,0,3,Synthetic Passenger 0820,male,10,3,2,SYN-TICKET-0820,27.9,,S
821,1,1,Synthetic Passenger 0821,female,52,1,1,SYN-TICKET-0821,93.5,B69,S
822,1,3,Synthetic Passenger 0822,male,27,0,0,SYN-TICKET-0822,8.6625,,S
823,0,1,Synthetic Passenger 0823,male,38,0,0,SYN-TICKET-0823,0,,S
824,1,3,Synthetic Passenger 0824,female,27,0,1,SYN-TICKET-0824,12.475,E121,S
825,0,3,Synthetic Passenger 0825,male,2,4,1,SYN-TICKET-0825,39.6875,,S
826,0,3,Synthetic Passenger 0826,male,,0,0,SYN-TICKET-0826,6.95,,Q
827,0,3,Synthetic Passenger 0827,male,,0,0,SYN-TICKET-0827,56.4958,,S
828,1,2,Synthetic Passenger 0828,male,1,0,2,SYN-TICKET-0828,37.0042,,C
829,1,3,Synthetic Passenger 0829,male,,0,0,SYN-TICKET-0829,7.75,,Q
830,1,1,Synthetic Passenger 0830,female,62,0,0,SYN-TICKET-0830,80,B28,
831,1,3,Synthetic Passenger 0831,female,15,1,0,SYN-TICKET-0831,14.4542,,C
832,1,2,Synthetic Passenger 0832,male,0.83,1,1,SYN-TICKET-0832,18.75,,S
833,0,3,Synthetic Passenger 0833,male,,0,0,SYN-TICKET-0833,7.2292,,C
834,0,3,Synthetic Passenger 0834,male,23,0,0,SYN-TICKET-0834,7.8542,,S
835,0,3,Synthetic Passenger 0835,male,18,0,0,SYN-TICKET-0835,8.3,,S
836,1,1,Synthetic Passenger 0836,female,39,1,1,SYN-TICKET-0836,83.1583,E49,C
837,0,3,Synthetic Passenger 0837,male,21,0,0,SYN-TICKET-0837,8.6625,,S
838,0,3,Synthetic Passenger 0838,male,,0,0,SYN-TICKET-0838,8.05,,S
839,1,3,Synthetic Passenger 0839,male,32,0,0,SYN-TICKET-0839,56.4958,,S
840,1,1,Synthetic Passenger 0840,male,,0,0,SYN-TICKET-0840,29.7,C47,C
841,0,3,Synthetic Passenger 0841,male,20,0,0,SYN-TICKET-0841,7.925,,S
842,0,2,Synthetic Passenger 0842,male,16,0,0,SYN-TICKET-0842,10.5,,S
843,1,1,Synthetic Passenger 0843,female,30,0,0,SYN-TICKET-0843,31,,C
844,0,3,Synthetic Passenger 0844,male,34.5,0,0,SYN-TICKET-0844,6.4375,,C
845,0,3,Synthetic Passenger 0845,male,17,0,0,SYN-TICKET-0845,8.6625,,S
846,0,3,Synthetic Passenger 0846,male,42,0,0,SYN-TICKET-0846,7.55,,S
847,0,3,Synthetic Passenger 0847,male,,8,2,SYN-TICKET-0847,69.55,,S
848,0,3,Synthetic Passenger 0848,male,35,0,0,SYN-TICKET-0848,7.8958,,C
849,0,2,Synthetic Passenger 0849,male,28,0,1,SYN-TICKET-0849,33,,S
850,1,1,Synthetic Passenger 0850,female,,1,0,SYN-TICKET-0850,89.1042,C92,C
851,0,3,Synthetic Passenger 0851,male,4,4,2,SYN-TICKET-0851,31.275,,S
852,0,3,Synthetic Passenger 0852,male,74,0,0,SYN-TICKET-0852,7.775,,S
853,0,3,Synthetic Passenger 0853,female,9,1,1,SYN-TICKET-0853,15.2458,,C
854,1,1,Synthetic Passenger 0854,female,16,0,1,SYN-TICKET-0854,39.4,D28,S
855,0,2,Synthetic Passenger 0855,female,44,1,0,SYN-TICKET-0855,26,,S
856,1,3,Synthetic Passenger 0856,female,18,0,1,SYN-TICKET-0856,9.35,,S
857,1,1,Synthetic Passenger 0857,female,45,1,1,SYN-TICKET-0857,164.8667,,S
858,1,1,Synthetic Passenger 0858,male,51,0,0,SYN-TICKET-0858,26.55,E17,S
859,1,3,Synthetic Passenger 0859,female,24,0,3,SYN-TICKET-0859,19.2583,,C
860,0,3,Synthetic Passenger 0860,male,,0,0,SYN-TICKET-0860,7.2292,,C
861,0,3,Synthetic Passenger 0861,male,41,2,0,SYN-TICKET-0861,14.1083,,S
862,0,2,Synthetic Passenger 0862,male,21,1,0,SYN-TICKET-0862,11.5,,S
863,1,1,Synthetic Passenger 0863,female,48,0,0,SYN-TICKET-0863,25.9292,D17,S
864,0,3,Synthetic Passenger 0864,female,,8,2,SYN-TICKET-0864,69.55,,S
865,0,2,Synthetic Passenger 0865,male,24,0,0,SYN-TICKET-0865,13,,S
866,1,2,Synthetic Passenger 0866,female,42,0,0,SYN-TICKET-0866,13,,S
867,1,2,Synthetic Passenger 0867,female,27,1,0,SYN-TICKET-0867,13.8583,,C
868,0,1,Synthetic Passenger 0868,male,31,0,0,SYN-TICKET-0868,50.4958,A24,S
869,0,3,Synthetic Passenger 0869,male,,0,0,SYN-TICKET-0869,9.5,,S
870,1,3,Synthetic Passenger 0870,male,4,1,1,SYN-TICKET-0870,11.1333,,S
871,0,3,Synthetic Passenger 0871,male,26,0,0,SYN-TICKET-0871,7.8958,,S
872,1,1,Synthetic Passenger 0872,female,47,1,1,SYN-TICKET-0872,52.5542,D35,S
873,0,1,Synthetic Passenger 0873,male,33,0,0,SYN-TICKET-0873,5,B51 B53 B55,S
874,0,3,Synthetic Passenger 0874,male,47,0,0,SYN-TICKET-0874,9,,S
875,1,2,Synthetic Passenger 0875,female,28,1,0,SYN-TICKET-0875,24,,C
876,1,3,Synthetic Passenger 0876,female,15,0,0,SYN-TICKET-0876,7.225,,C
877,0,3,Synthetic Passenger 0877,male,20,0,0,SYN-TICKET-0877,9.8458,,S
878,0,3,Synthetic Passenger 0878,male,19,0,0,SYN-TICKET-0878,7.8958,,S
879,0,3,Synthetic Passenger 0879,male,,0,0,SYN-TICKET-0879,7.8958,,S
880,1,1,Synthetic Passenger 0880,female,56,0,1,SYN-TICKET-0880,83.1583,C50,C
881,1,2,Synthetic Passenger 0881,female,25,0,1,SYN-TICKET-0881,26,,S
882,0,3,Synthetic Passenger 0882,male,33,0,0,SYN-TICKET-0882,7.8958,,S
883,0,3,Synthetic Passenger 0883,female,22,0,0,SYN-TICKET-0883,10.5167,,S
884,0,2,Synthetic Passenger 0884,male,28,0,0,SYN-TICKET-0884,10.5,,S
885,0,3,Synthetic Passenger 0885,male,25,0,0,SYN-TICKET-0885,7.05,,S
886,0,3,Synthetic Passenger 0886,female,39,0,5,SYN-TICKET-0886,29.125,,Q
887,0,2,Synthetic Passenger 0887,male,27,0,0,SYN-TICKET-0887,13,,S
888,1,1,Synthetic Passenger 0888,female,19,0,0,SYN-TICKET-0888,30,B42,S
889,0,3,Synthetic Passenger 0889,female,,1,2,SYN-TICKET-0889,23.45,,S
890,1,1,Synthetic Passenger 0890,male,26,0,0,SYN-TICKET-0890,30,C148,C
891,0,3,Synthetic Passenger 0891,male,32,0,0,SYN-TICKET-0891,7.75,,Q
